,Date,Event-Code,Event-Name,Full Name,Fighter-2-Name,W,L,D,NC,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,TKO - Doctor's Stoppage,DQ,Overturned,Could Not Continue,Other,Details,Judge-1-Name,Judge-1-Score,Judge-2-Name,Judge-2-Score,Judge-3-Name,Judge-3-Score,Finish-Time,Finish-Round,Total-Rounds,Total-Fight-Time-Sec,Referee,Belt,Women's-Bout,Interim-Bout,Strawweight,Flyweight,Bantamweight,Featherweight,Lightweight,Welterweight,Middleweight,Light-Heavyweight,Heavyweight,Catch-Weight,Open-Weight,Super-Heavyweight,Superfight,Fight-Bonus,Performance-Bonus,KO-Bonus,Submission-Bonus,Knockdowns,Significant-Strike-Land,Significant-Strike-Attempt,Significant-Strike-Percent,Total-Strikes-Land,Total-Strikes-Attempt,Takedown-Success,Takedown-Land,Takedown-Percent,Submission-Attempt,Submission-Reverse,Control-Time-Sec,Head-Land,Head-Attempt,Body-Land,Body-Attempt,Leg-Land,Leg-Attempt,Distance-Land,Distance-Attempt,Clinch-Land,Clinch-Attempt,Ground-Land,Ground-Attempt,Fighter-Active-Status,Fight-City,Fight-State,Fight-Country,PPV-Sales,Height,Weight,Reach,Stance,Date of Birth,SLpM,StrAcc,SApM,StrDef,TdAvg,TdAcc,TdDef,SubAvg,Age-Days,Age,Round-1-Knockdown,Round-1-Significant-Strikes,Round-1-Significant-Strikes-Percent,Round-1-Total-Strikes,Round-1-Takedowns,Round-1-Takedown-Percent,Round-1-Submission-Attempt,Round-1-Submission-Reverse,Round-1-Control-Time,Round-1-Head,Round-1-Body,Round-1-Leg,Round-1-Distance,Round-1-Clinch,Round-1-Ground,Round-2-Knockdown,Round-2-Significant-Strikes,Round-2-Significant-Strikes-Percent,Round-2-Total-Strikes,Round-2-Takedowns,Round-2-Takedown-Percent,Round-2-Submission-Attempt,Round-2-Submission-Reverse,Round-2-Control-Time,Round-2-Head,Round-2-Body,Round-2-Leg,Round-2-Distance,Round-2-Clinch,Round-2-Ground,Round-3-Knockdown,Round-3-Significant-Strikes,Round-3-Significant-Strikes-Percent,Round-3-Total-Strikes,Round-3-Takedowns,Round-3-Takedown-Percent,Round-3-Submission-Attempt,Round-3-Submission-Reverse,Round-3-Control-Time,Round-3-Head,Round-3-Body,Round-3-Leg,Round-3-Distance,Round-3-Clinch,Round-3-Ground,Round-4-Knockdown,Round-4-Significant-Strikes,Round-4-Significant-Strikes-Percent,Round-4-Total-Strikes,Round-4-Takedowns,Round-4-Takedown-Percent,Round-4-Submission-Attempt,Round-4-Submission-Reverse,Round-4-Control-Time,Round-4-Head,Round-4-Body,Round-4-Leg,Round-4-Distance,Round-4-Clinch,Round-4-Ground,Round-5-Knockdown,Round-5-Significant-Strikes,Round-5-Significant-Strikes-Percent,Round-5-Total-Strikes,Round-5-Takedowns,Round-5-Takedown-Percent,Round-5-Submission-Attempt,Round-5-Submission-Reverse,Round-5-Control-Time,Round-5-Head,Round-5-Body,Round-5-Leg,Round-5-Distance,Round-5-Clinch,Round-5-Ground
4457,2018-11-17 00:00:00,aa3153a9941b4d44,UFC Fight Night: Magny vs. Ponzinibbio,Guido Cannetti,Marlon Vera,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,1:31,2,3,391,Eduardo Herdy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,57,37,56,2,4,50,0,0,166,11,25,8,10,5,7,8,23,8,11,8,8,1,Buenos Aires, Buenos Aires, Argentina,,"5' 6""",135,68,Southpaw,1979-12-19 00:00:00,2.85,51,2.17,50,2.64,50,75,0.3,14213,38,0,21 of 35,60,34 of 49,2 of 4,50,0,0,2:31,9 of 19,8 of 10,4 of 6,6 of 19,7 of 8,8 of 8,0,3 of 7,42,3 of 7,0 of 0,0,0,0,0:15,2 of 6,0 of 0,1 of 1,2 of 4,1 of 3,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4458,2018-01-14 00:00:00,fc1868f56d3036eb,UFC Fight Night: Stephens vs. Choi,Guido Cannetti,Kyung Ho Kang,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,4:53,1,3,293,Marc Wasem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,48,22,42,1,2,50,0,0,87,12,29,4,7,3,3,9,29,5,5,5,5,1,St. Louis, Missouri, USA,,"5' 6""",135,68,Southpaw,1979-12-19 00:00:00,2.85,51,2.17,50,2.64,50,75,0.3,13906,38,0,19 of 39,48,22 of 42,1 of 2,50,0,0,1:27,12 of 29,4 of 7,3 of 3,9 of 29,5 of 5,5 of 5,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4459,2014-07-05 00:00:00,53adf5b845d91e4a,UFC 175: Weidman vs Machida,Guilherme Vasconcelos,Luke Zachrich,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Doug Crosby,27 - 30,Marcos Rosales,27 - 30,Chris Lee,28 - 29,5:00,3,3,900,Mario Yamasaki,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,166,29,49,166,0,3,0,0,0,0,29,135,9,19,11,12,48,164,1,2,0,0,0,Las Vegas, Nevada, USA,525000,"6' 0""",185,,Orthodox,1986-03-23 00:00:00,3.27,29,4.4,70,0,0,0,0,10331,28,0,10 of 34,29,10 of 34,0 of 0,0,0,0,0:00,6 of 28,1 of 3,3 of 3,10 of 34,0 of 0,0 of 0,0,14 of 55,25,14 of 55,0 of 2,0,0,0,0:00,7 of 44,4 of 8,3 of 3,14 of 54,0 of 1,0 of 0,0,25 of 77,32,25 of 77,0 of 1,0,0,0,0:00,16 of 63,4 of 8,5 of 6,24 of 76,1 of 1,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4460,2014-07-19 00:00:00,073eee4e62f0d988,UFC Fight Night: McGregor vs Brandao,Gunnar Nelson,Zak Cummings,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,4:48,2,3,588,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,24,54,23,34,1,1,100,1,0,43,9,20,4,4,0,0,9,19,2,3,2,2,1,Dublin, Leinster, Ireland,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,9487,25,0,6 of 15,40,6 of 15,0 of 0,0,0,0,0:00,4 of 13,2 of 2,0 of 0,5 of 14,1 of 1,0 of 0,0,7 of 9,77,17 of 19,1 of 1,100,1,0,0:43,5 of 7,2 of 2,0 of 0,4 of 5,1 of 2,2 of 2,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4461,2019-09-28 00:00:00,1bf49bf829964144,UFC Fight Night: Hermansson vs. Cannonier,Gunnar Nelson,Gilbert Burns,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Thomas Knudsen,29 - 28,Maciej Motylewski,29 - 28,Paul Sutherland,29 - 28,5:00,3,3,900,Neil Hall,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,36,55,26,45,0,2,0,0,0,288,9,23,4,5,7,8,18,32,2,3,0,1,1,Copenhagen,,Denmark,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,11384,31,0,7 of 13,53,7 of 14,0 of 0,0,0,0,0:28,4 of 9,1 of 2,2 of 2,7 of 12,0 of 0,0 of 1,0,6 of 14,42,7 of 17,0 of 2,0,0,0,1:58,3 of 10,1 of 1,2 of 3,5 of 12,1 of 2,0 of 0,0,7 of 9,77,12 of 14,0 of 0,0,0,0,2:22,2 of 4,2 of 2,3 of 3,6 of 8,1 of 1,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4462,2018-12-08 00:00:00,2a74bbba57058f12,UFC 231: Holloway vs. Ortega,Gunnar Nelson,Alex Oliveira,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,4:17,2,3,557,Jerin Valel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,11,100,20,20,2,5,40,1,0,282,10,10,1,1,0,0,1,1,1,1,9,9,1,Toronto, Ontario, Canada,300000,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,11090,30,0,2 of 2,100,3 of 3,1 of 4,25,0,0,2:14,2 of 2,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0,9 of 9,100,17 of 17,1 of 1,100,1,0,2:28,8 of 8,1 of 1,0 of 0,0 of 0,1 of 1,8 of 8,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4463,2015-12-12 00:00:00,354808cf38d9d73c,UFC 194: Aldo vs McGregor,Gunnar Nelson,Demian Maia,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Adalaide Byrd,30 - 26,Derek Cleary,30 - 25,Sal D'amato,30 - 25,5:00,3,3,900,John McCarthy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,7,10,1,1,100,0,2,134,2,4,0,0,0,0,1,2,0,0,1,2,1,Las Vegas, Nevada, USA,1200000,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,9998,27,0,1 of 2,50,4 of 6,1 of 1,100,0,0,1:05,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,0,1 of 1,100,1 of 1,0 of 0,0,0,1,0:52,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0,0,0 of 1,0,2 of 3,0 of 0,0,0,1,0:17,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4464,2015-07-11 00:00:00,3be081c29bf734d9,UFC 189: Mendes vs McGregor,Gunnar Nelson,Brandon Thatch,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2:54,1,3,174,Herb Dean,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,8,75,20,24,0,0,,1,0,85,6,7,0,1,0,0,4,5,0,1,2,2,1,Las Vegas, Nevada, USA,825000,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,9844,26,1,6 of 8,75,20 of 24,0 of 0,0,1,0,1:25,6 of 7,0 of 1,0 of 0,4 of 5,0 of 1,2 of 2,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4465,2013-02-16 00:00:00,4679a38cced7c64a,UFC on FUEL TV: Barao vs McDonald,Gunnar Nelson,Jorge Santiago,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Aaron Chatfield,29 - 28,Andy Roberts,29 - 28,Chris Lee,30 - 27,5:00,3,3,900,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,80,52,47,86,2,4,50,0,0,338,32,67,4,7,6,6,21,48,6,9,15,23,1,London, England, United Kingdom,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,8969,24,0,9 of 16,56,9 of 16,1 of 2,50,0,0,0:55,5 of 11,2 of 3,2 of 2,6 of 13,2 of 2,1 of 1,0,19 of 32,59,24 of 38,1 of 1,100,0,0,4:00,18 of 30,0 of 1,1 of 1,4 of 7,1 of 3,14 of 22,0,14 of 32,43,14 of 32,0 of 1,0,0,0,0:43,9 of 26,2 of 3,3 of 3,11 of 28,3 of 4,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4466,2012-09-29 00:00:00,6cbb7661c3258617,UFC on FUEL TV: Struve vs Miocic,Gunnar Nelson,DaMarques Johnson,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,3:34,1,3,214,Herb Dean,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,10,90,16,17,1,1,100,2,0,170,7,8,0,0,2,2,3,4,0,0,6,6,1,Nottingham, England, United Kingdom,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,8829,24,0,9 of 10,90,16 of 17,1 of 1,100,2,0,2:50,7 of 8,0 of 0,2 of 2,3 of 4,0 of 0,6 of 6,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4467,2019-03-16 00:00:00,80eacd4da0617c57,UFC Fight Night: Till vs. Masvidal,Gunnar Nelson,Leon Edwards,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Howard Hughes,28 - 29,Anders Ohlsson,29 - 27,Andy Roberts,29 - 28,5:00,3,3,900,Kevin Sataki,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,18,50,27,38,3,4,75,0,0,263,3,10,4,5,2,3,4,12,5,6,0,0,1,London, England, United Kingdom,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,11188,30,0,3 of 3,100,6 of 7,2 of 3,66,0,0,1:27,0 of 0,2 of 2,1 of 1,1 of 1,2 of 2,0 of 0,0,3 of 11,27,3 of 11,0 of 0,0,0,0,0:37,1 of 8,1 of 2,1 of 1,1 of 9,2 of 2,0 of 0,0,3 of 4,75,18 of 20,1 of 1,100,0,0,2:19,2 of 2,1 of 1,0 of 1,2 of 2,1 of 2,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4468,2014-10-04 00:00:00,8dc4f34c1f50d00d,UFC Fight Night: Nelson vs Story,Gunnar Nelson,Rick Story,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,Jim Bergman,48 - 47,Mark Collett,46 - 49,Paul Sutherland,44 - 50,5:00,5,5,1500,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,107,49,54,108,1,4,25,0,0,21,39,87,12,16,2,4,49,103,4,4,0,0,1,Stockholm,,Sweden,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,9564,26,0,8 of 13,61,8 of 13,1 of 1,100,0,0,0:16,3 of 7,4 of 5,1 of 1,5 of 10,3 of 3,0 of 0,0,11 of 26,42,11 of 26,0 of 1,0,0,0,0:00,9 of 24,2 of 2,0 of 0,11 of 26,0 of 0,0 of 0,0,8 of 18,44,8 of 18,0 of 1,0,0,0,0:04,6 of 16,2 of 2,0 of 0,7 of 17,1 of 1,0 of 0,0,10 of 24,41,11 of 25,0 of 1,0,0,0,0:01,8 of 18,2 of 4,0 of 2,10 of 24,0 of 0,0 of 0,0,16 of 26,61,16 of 26,0 of 0,0,0,0,0:00,13 of 22,2 of 3,1 of 1,16 of 26,0 of 0,0 of 0
4469,2016-05-08 00:00:00,a314687f372b2cec,UFC Fight Night: Overeem vs Arlovski,Gunnar Nelson,Albert Tumenov,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,3:15,2,3,495,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29,44,65,41,56,2,2,100,1,0,257,25,39,4,5,0,0,15,29,0,1,14,14,1,Rotterdam, Zuid-Holland, Netherlands,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,10146,27,0,20 of 31,64,27 of 38,1 of 1,100,0,0,2:19,17 of 27,3 of 4,0 of 0,10 of 20,0 of 1,10 of 10,0,9 of 13,69,14 of 18,1 of 1,100,1,0,1:58,8 of 12,1 of 1,0 of 0,5 of 9,0 of 0,4 of 4,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4470,2017-03-18 00:00:00,c0231720fe516994,UFC Fight Night: Manuwa vs. Anderson,Gunnar Nelson,Alan Jouban,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,0:46,2,3,346,Marc Goddard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,18,44,17,28,1,2,50,1,0,182,7,16,1,2,0,0,3,13,1,1,4,4,1,London, England, United Kingdom,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,10460,28,0,7 of 13,53,16 of 23,1 of 2,50,0,0,2:55,6 of 12,1 of 1,0 of 0,2 of 8,1 of 1,4 of 4,0,1 of 5,20,1 of 5,0 of 0,0,1,0,0:07,1 of 4,0 of 1,0 of 0,1 of 5,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4471,2017-07-16 00:00:00,d7907a9a968e4d29,UFC Fight Night: Nelson vs. Ponzinibbio,Gunnar Nelson,Santiago Ponzinibbio,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,1:22,1,5,82,Leon Roberts,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,7,71,5,7,0,0,,0,0,0,4,6,0,0,1,1,5,7,0,0,0,0,1,Glasgow, Scotland, United Kingdom,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,10580,28,0,5 of 7,71,5 of 7,0 of 0,0,0,0,0:00,4 of 6,0 of 0,1 of 1,5 of 7,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4472,2014-03-08 00:00:00,ebc1f40e00e0c481,UFC Fight Night: Gustafsson vs Manuwa,Gunnar Nelson,Omari Akhmedov,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,4:36,1,3,276,Grant Waterman,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16,20,80,25,32,1,1,100,1,0,185,15,19,0,0,1,1,2,2,0,0,14,18,1,London, England, United Kingdom,,"5' 11""",170,72,Switch,1988-07-28 00:00:00,1.71,57,3.33,49,1.72,55,66,0.9,9354,25,0,16 of 20,80,25 of 32,1 of 1,100,1,0,3:05,15 of 19,0 of 0,1 of 1,2 of 2,0 of 0,14 of 18,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4473,2020-10-17 00:00:00,d4f364dd076bb0e2,UFC Fight Night: Ortega vs. The Korean Zombie,Guram Kutateladze,Mateusz Gamrot,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,Darryl Ransom,28 - 29,David Lethaby,29 - 28,Victor Wolf,28 - 29,5:00,3,3,900,Lukasz Bosacki,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,37,86,43,43,93,0,1,0,0,0,1,12,48,12,24,13,14,35,84,0,0,2,2,1,Abu Dhabi, Abu Dhabi, United Arab Emirates,,"5' 11""",155,72,Orthodox,1992-01-08 00:00:00,2.47,43,3.47,58,0,0,68,0,10510,28,0,11 of 20,55,12 of 22,0 of 0,0,0,0,0:00,1 of 6,6 of 10,4 of 4,9 of 18,0 of 0,2 of 2,1,15 of 37,40,20 of 42,0 of 0,0,0,0,0:00,6 of 24,4 of 8,5 of 5,15 of 37,0 of 0,0 of 0,0,11 of 29,37,11 of 29,0 of 1,0,0,0,0:01,5 of 18,2 of 6,4 of 5,11 of 29,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4474,2020-06-13 00:00:00,1e13936d708bcff7,UFC Fight Night: Eye vs. Calvillo,Gustavo Lopez,Merab Dvalishvili,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,Sal D'amato,30 - 26,Adalaide Byrd,30 - 26,Mike Bell,30 - 25,5:00,3,3,900,Mark Smith,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,57,24,49,103,0,0,,0,0,2,5,46,5,5,4,6,10,43,4,14,0,0,1,Las Vegas, Nevada, USA,,"5' 5""",135,67,Orthodox,1989-06-27 00:00:00,2.24,41,4.65,51,1.07,50,27,0.5,11309,30,0,4 of 20,20,25 of 47,0 of 0,0,0,0,0:00,3 of 17,0 of 0,1 of 3,4 of 19,0 of 1,0 of 0,0,5 of 14,35,13 of 25,0 of 0,0,0,0,0:02,1 of 10,3 of 3,1 of 1,2 of 9,3 of 5,0 of 0,0,5 of 23,21,11 of 31,0 of 0,0,0,0,0:00,1 of 19,2 of 2,2 of 2,4 of 15,1 of 8,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4475,2020-11-07 00:00:00,41dca66f9dadfc86,UFC Fight Night: Santos vs. Teixeira,Gustavo Lopez,Anthony Birchak,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2:43,1,3,163,Chris Tognoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,43,60,33,50,2,3,66,1,0,66,17,33,9,10,0,0,15,27,5,7,6,9,1,Las Vegas, Nevada, USA,,"5' 5""",135,67,Orthodox,1989-06-27 00:00:00,2.24,41,4.65,51,1.07,50,27,0.5,11456,31,0,26 of 43,60,33 of 50,2 of 3,66,1,0,1:06,17 of 33,9 of 10,0 of 0,15 of 27,5 of 7,6 of 9,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4476,2021-03-20 00:00:00,c36e1f4fa755ffb4,UFC Fight Night: Brunson vs. Holland,Gustavo Lopez,Adrian Yanez,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,0:27,3,3,627,Chris Tognoni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,51,45,23,51,0,1,0,0,0,0,14,40,5,7,4,4,23,51,0,0,0,0,1,Las Vegas, Nevada, USA,,"5' 5""",135,67,Orthodox,1989-06-27 00:00:00,2.24,41,4.65,51,1.07,50,27,0.5,11589,31,0,12 of 29,41,12 of 29,0 of 0,0,0,0,0:00,10 of 25,1 of 3,1 of 1,12 of 29,0 of 0,0 of 0,0,10 of 19,52,10 of 19,0 of 1,0,0,0,0:00,3 of 12,4 of 4,3 of 3,10 of 19,0 of 0,0 of 0,0,1 of 3,33,1 of 3,0 of 0,0,0,0,0:00,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4477,2014-07-06 00:00:00,1c5879330d42255f,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Guto Inocente,Derrick Lewis,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,3:30,1,3,210,Herb Dean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,8,75,8,10,0,0,,0,0,0,0,2,5,5,1,1,3,5,3,3,0,0,0,Las Vegas, Nevada, USA,,"6' 3""",205,,Orthodox,1986-05-29 00:00:00,4.13,66,2.92,54,0.67,33,66,0.7,10265,28,0,6 of 8,75,8 of 10,0 of 0,0,0,0,0:00,0 of 2,5 of 5,1 of 1,3 of 5,3 of 3,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4478,2014-11-07 00:00:00,371a1c91b24dec2b,UFC Fight Night: Rockhold vs Bisping,Guto Inocente,Anthony Perosh,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,3:46,1,3,226,Herb Dean,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,33,1,3,0,0,,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,Sydney, New South Wales, Australia,,"6' 3""",205,,Orthodox,1986-05-29 00:00:00,4.13,66,2.92,54,0.67,33,66,0.7,10389,28,0,1 of 3,33,1 of 3,0 of 0,0,0,0,0:00,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4479,1997-05-30 00:00:00,5bd533d50c8e7b8a,UFC 13: The Ultimate Force,Guy Mezger,Tito Ortiz,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,2:00,1,1,120,John McCarthy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,1,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,Augusta, Georgia, USA,,"6' 1""",200,,Orthodox,1968-01-01 00:00:00,2.3,32,1.36,72,0.39,50,88,0,10742,29,0,0 of 5,0,0 of 5,0 of 1,0,1,0,--,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4480,1997-05-30 00:00:00,5bd533d50c8e7b8a,UFC 13: The Ultimate Force,Guy Mezger,Christophe Leninger,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,3:00,2,1,480,John McCarthy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,54,64,86,110,0,0,,0,0,0,21,39,6,6,8,9,14,23,13,19,8,12,0,Augusta, Georgia, USA,,"6' 1""",200,,Orthodox,1968-01-01 00:00:00,2.3,32,1.36,72,0.39,50,88,0,10742,29,0,26 of 41,63,64 of 84,0 of 0,0,0,0,--,14 of 29,5 of 5,7 of 7,12 of 18,10 of 15,4 of 8,0,9 of 13,69,22 of 26,0 of 0,0,0,0,--,7 of 10,1 of 1,1 of 2,2 of 5,3 of 4,4 of 4,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
4481,1999-03-05 00:00:00,a220be6d41d6f97d,UFC 19: Ultimate Young Guns,Guy Mezger,Tito Ortiz,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,9:56,1,1,596,John McCarthy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,50,9,11,0,0,,3,0,0,1,3,0,0,1,1,1,3,1,1,0,0,0,Bay St. Louis, Mississippi, USA,,"6' 1""",200,,Orthodox,1968-01-01 00:00:00,2.3,32,1.36,72,0.39,50,88,0,11386,31,0,2 of 4,50,9 of 11,0 of 0,0,3,0,--,1 of 3,0 of 0,1 of 1,1 of 3,1 of 1,0 of 0,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,,0,,0,,,0,0,0,,,,,,,
